UID,District,Taluka,UC,Deh,Settlement,Latitude,Longitude,Sensitive,SMP,disp_uid,scheme_uid,infra_uid,school_uid,vill_2km_u,road_near,rd_osm_id,road_name,road_type,road_dist
"599",Ghotki,Khangarh,Twon Khangarh,Khanpur,Gulzar mahar,"27.8618464","69.3919685","School, Mosque",HANDS,,,,3140-3150-3156,512-539-564-568-599-623,unclassified,"599865061",,unclassified,537.369199970451859
"600",Ghotki,Khangarh,Bhetoor,Bambile,Qaim buk,"27.8296879","69.3775237",School,HANDS,,,,3182-3185,486-494-495-496-523-524-525-536-538-540-544-557-571-589-596-600-604-605-608-614-615-628-642,tertiary,"45818216",,tertiary,1354.812375637105106
"601",Ghotki,Khangharh,Bhetoor,Eathi,Dargahi arbani,"27.826466","69.3440059",School,HANDS,,,,,510-519-527-535-557-567-570-572-594-601-614,unclassified,"391906938",,unclassified,169.729399911019442
"602",Ghotki,Khangarh,Qazi Badal,Ibrahim Mahar,Ibrahim Mahar,"27.8266164","69.2989994",Mosque,HANDS,,,,3205-3243,602-603-621-641-643,tertiary,"391896611",,tertiary,50.978206832670544
"603",Ghotki,Khangarh,Qazi Badal,Ibrahim Mahar,Ibrahim Mahr,"27.8264146","69.2987676",mosque,HANDS,,,,3205-3243,602-603-621-641-643,tertiary,"391896611",,tertiary,19.517447146310722
"604",Ghotki,Khangrh,Bhetoor,Bhetoor,Village Norang Mahar,"27.8241851","69.3711777","School, Mosque",HANDS,,,,"3182",494-495-511-519-523-524-525-528-535-536-538-540-544-557-570-571-572-589-594-596-600-604-605-608-614-615-630-642,tertiary,"45818216",,tertiary,1329.034577545653292
"605",Ghotki,Khangrh,Bhetoor,Bumble,Village Trooh mahar,"27.8282846","69.3729315",School Mosque,HANDS,,,,3182-3185,494-495-496-523-524-525-536-538-540-544-557-570-571-589-594-596-600-604-605-608-614-615-642,tertiary,"45818216",,tertiary,1546.441994431986359
"606",Ghotki,Khangarh,Tc khangarh,Tc khangarh,Ramzan Lashari,"27.8605618","69.4294163",School mosque.,HANDS,,,,3153-5402,490-541-595-606,secondary,"539497973",,secondary,432.571585834389509
"607",Ghotki,Khangarh,Mithri,Mithri,Ali murad mahar,"27.8857495","69.3879582","Mosque,residential communities",HANDS,,,,"3197",607-623-640,secondary,"45818218",Ghotki Khanpur Road,secondary,766.068614523405131
"608",Ghotki,Khangrh,Bhetoor,Bumble,Qaim buk,"27.8305237","69.3769774",School Mosque,HANDS,,,,3182-3185-3189,486-494-495-496-523-524-525-536-538-540-544-557-571-589-596-600-604-605-608-614-615-628-642,tertiary,"45818216",,tertiary,1459.382049511959849
"609",Ghotki,Daherki,Sanko,Bagodaroarzn All1,Allah wasayo laghari,"27.9788029","69.768145","School,Mosque",HANDS,,,,"15193","609",unclassified,"245459814",,unclassified,5576.435073951307459
"610",Ghotki,Daharki,Lal Pitafi,Lal Pitafi,Lal Pitafi,"27.8327561","69.6049168","School, Mosque",HANDS,,,,"17682",563-583-610-619,tertiary,"540826298",,tertiary,3373.070140198321951
"611",Ghotki,Daharki,Lal Pitafi,Ibrahim Pitafi,Molvi bahawaldin,"27.896654","69.60687","School, Mosque",HANDS,,,,14621-14622-18464-18486,521-554-611-616,tertiary,"540826298",,tertiary,5955.633750292484365
"612",Ghotki,Ghotki,Changulani,Changulani,Village Sher Muhammad Sial,"27.9384405","69.3260482",Mosque,HANDS,,,,2568-2598-2782-3211,503-575-612,tertiary,"45818220",,tertiary,65.830475429887642
"613",Ghotki,Khangarh,Lohi,Makahi,Ghazi machi,"27.8189514","69.4046773",Mosque and residential communities,HANDS,,,,,486-538-540-613-629,secondary,"45818218",Ghotki Khanpur Road,secondary,521.632628301701061
"614",Ghotki,Khangrh,Bhetoor,Bumble,Sijawal Mahar,"27.8282683","69.3597694",School Mosque,HANDS,,,,,495-510-519-523-524-525-527-535-536-544-557-567-570-571-572-589-594-596-600-601-604-605-608-614-615-642-645,unclassified,"391906938",,unclassified,1339.007624489979662
"615",Ghotki,Khangarh,Bhetoor,Bhambli,Punhal siyal,"27.8274073","69.378172","School,residential communities",HANDS,,,,"3182",486-494-495-496-511-523-524-525-536-538-540-544-557-571-589-596-600-604-605-608-614-615-628-642,tertiary,"45818216",,tertiary,1125.619034292828928
"616",Ghotki,Ghotki,Lal Pitafi,Ibrahim pitafi,Jani Gabol,"27.8808965","69.6054481","School, Mosque",HANDS,,,,5365-12092-12664,611-616,tertiary,"540826298",,tertiary,5052.436954527530361
"617",Ghotki,Daharki,Reni,Rail,Mureed Khan shar,"28.063286","69.7747692","Masjid , school",HANDS,,,,11969-16238,546-617,residential,"686730948",,residential,6141.532615498589621
"618",Ghotki,Daharki,Raharki,Dhand Raharki,Village Rahrki,"28.058204","69.6512014",School Mosque,HANDS,,,,13203-17698-18477,513-516-618,trunk,"543686988",National Highway,trunk,1701.067802405588054
"619",Ghotki,Daharki,Lal Pitafi,Lal Pitafi,Village Molvi Hashim Pitafi,"27.8258578","69.6145821",Mosque,HANDS,,,,,553-563-583-584-610-619,tertiary,"540826298",,tertiary,4035.415165438035274
"620",Ghotki,Daherki,Sain dino Malik,Gurhelo,Village Baho kanju,"28.0395058","69.7238188","School, mosque",HANDS,,,,,"620",residential,"686730956",,residential,1967.906061473775708
"621",Ghotki,Khangarh,Qazi Badal,Lakho Mahar,Village Wadhan Mahar,"27.8187918","69.3022727","School,mosque,residential comunities.",HANDS,,,,3196-3205,602-603-621-641,unclassified,"391896616",,unclassified,32.044512247296169
"622",Ghotki,Daharki,Jampur,Marangro,Village Bahadur Ali junejo,"27.9598862","69.8941266","School,mosque",HANDS,,,,,"622",unclassified,"245459814",,unclassified,17588.110809029887605
"623",Ghotki,Khangarh,Twon Khangarh,Tc khangarh,Shahnawaz mahar,"27.8726317","69.4015446",Mosque,HANDS,,,,3165-3198,599-607-623,secondary,"45818218",Ghotki Khanpur Road,secondary,563.039366241660900
"624",Ghotki,Khangrh,Mithri,Sahta,Punjhal Sahto,"27.9103185","69.3248953",Mosque,HANDS,,,,3166-3206,503-624-633,unclassified,"374591116",,unclassified,114.801449132575911
"625",Ghotki,Daherki,Sanko,Sanko,Village Abdullah Rajri,"28.0042069","69.7321642","School, mosque, hospital, canal",HANDS,,,,16220-17700-17704-18499,"625",unclassified,"245459814",,unclassified,3449.597477092468580
"626",Ghotki,Daherki,Beroota,Beroota,Village umed Ali pitafi,"27.9932366","69.8115762","Mosque,school",HANDS,,,,,"626",unclassified,"245459814",,unclassified,10136.850789579180855
"627",Ghotki,Mirpur Mathelo,Jahan Khan Unar,Haji Korai,Village Qabool Shah Kehari,"28.1225452","69.5602904","School, Mosque",HANDS,,,,2704-10547-10884-12661,"627",motorway,"722598172",M-5,motorway,2544.035308788774273
"628",Ghotki,Khangarh,Khangarh TC,Khangarh TC,Village..nizamudin mahar,"27.8362004","69.3954789","School,mosque,residential communities",HANDS,,,,3161-3191-3223,486-493-494-495-496-497-512-537-538-540-544-573-574-596-600-608-615-628,tertiary,"45818216",,tertiary,689.405729134868920
"629",Ghotki,Khangarh,Lohi,Makahi,Village ghazi machi,"27.8192024","69.4050709","Mosque,residential communities",HANDS,,,,,486-538-540-573-613-629,secondary,"45818218",Ghotki Khanpur Road,secondary,483.906637830599209
"630",Ghotki,Khangarh,Bhetoor,Bambli,Ayoub mahar,"27.8092818","69.3622739","School,mosque,residential communities",HANDS,,,,"3208",511-518-519-528-535-536-565-569-570-571-594-604-630,tertiary,"45818216",,tertiary,709.362435638113993
"631",Ghotki,Khangarh,Qazi badal,Qazi badal,Ali mahar,"27.927123","69.2041259",School Hospetal Mosque,HANDS,,,,2561-2662-2665,"631",trunk,"364673499",National Highway,trunk,74.353110230889229
"632",Ghotki,Mirpur Mathelo,Jahan Khan Unar,Jahan Khan Unar,Village Hassan Bux Shiekh,"28.0387069","69.5500985",Mosque,HANDS,,,,"5266","632",trunk,"543686988",National Highway,trunk,1099.423810359169920
"633",Ghotki,Khangarh,Mithri,Sehta,Punjal Shatio,"27.9073302","69.3277958",Mosque School,HANDS,,,,3166-3206,624-633,unclassified,"374591116",,unclassified,237.816704886727763
"634",Ghotki,Khangarh,Qazi badal,Ibrahim,Peer bux mahar,"27.8566849","69.3244513",Mosque,HANDS,,,,,634-636,unclassified,"394406164",,unclassified,1536.178456968121054
"635",Ghotki,Khangarh,Qazi badal,Saniro,Allah Bux Chachar,"27.8830748","69.3173608",Mosque School,HANDS,,,,3239-3240,635-637-639-646,unclassified,"374591116",,unclassified,7.627484626736000
"636",Ghotki,Khangarh,Qazi badal,Naro,Ghazi mahar,"27.8416872","69.329756",Mosque,HANDS,,,,,634-636,unclassified,"374729989",,unclassified,6.595734784921658
"637",Ghotki,Khangarh,Qazi badal,Sunrro,Yar Muhammad Chachar,"27.8774854","69.3236873",Mosque School,HANDS,,,,,635-637-639-646,unclassified,"374591111",,unclassified,20.895738395044873
"638",Ghotki,Khangarh,Mithri,Mithri,Yar Muhammad mangrio,"27.9295673","69.3656115","Mosque, residential communities",HANDS,,,,,504-638,road,"517096278",Pir Iqbal Shah Link Road,road,7.991255282713934
"639",Ghotki,Khangarh,Qazi badal,Sanhro,Village Jamal chacher,"27.8887166","69.3153531","Mosque, residential communities",HANDS,,,,3239-3240,635-637-639,unclassified,"374591116",,unclassified,566.361287851065413
"640",Ghotki,Khangarh,Mithri,Mithri,Allahdad siyal,"27.888612","69.3682816","Mosque,residential communities",HANDS,,,,,607-640,secondary,"45818218",Ghotki Khanpur Road,secondary,349.764107265060147
"641",Ghotki,Khangarh,Bhetoor,Lakho mahar,Yousif mahar,"27.8166232","69.3086137","Mosque,residential communities",HANDS,,,,3196-3205,602-603-621-641,tertiary,"391896611",,tertiary,212.858142054950548
"642",Ghotki,Khangarh,Bhetoor,Bambli,Punhal siyal,"27.8250937","69.3792877",Mosque,HANDS,,,,"3182",486-494-495-511-523-524-525-536-538-540-544-571-589-596-600-604-605-608-614-615-642,tertiary,"45818216",,tertiary,862.580946376640100
"643",Ghotki,Khangarh,Qazi badal,Ibrahim Mahar,Millan mahar,"27.8432122","69.2972323",School mosque,HANDS,,,,"3245",529-602-603-643,residential,"374730002",,residential,38.191386610573971
"644",Ghotki,Khangarh,Ali Mahar,Phulrah,Adam pitafi,"27.9176","69.4220361",Mosque,HANDS,,,,2715-3180,"644",tertiary,"539503898",,tertiary,398.432259894212507
"645",Ghotki,Khangarh,Bhetoor,Aithi,Khuda Bux gadani,"27.8445044","69.3523259","Mosque, School",HANDS,,,,,614-645,unclassified,"374729989",,unclassified,696.836023589763045
"646",Ghotki,Khangarh,Qazi badal,Sanhra,Village Mehbob Chachar,"27.8801898","69.3353855",Residential communites,HANDS,,,,,635-637-646,unclassified,"374591111",,unclassified,1194.821506626418795
"647",Hyderabad,Hyderabad,"74",Buxo Laghari,Baksho LAGHARI,"25.2976811","68.5645168",Mosque,HANDS,,,,,647-652-671-680,unclassified,"578432013",,unclassified,196.813662896183502
"648",Hyderabad,Hyderabad,"3",Behram,Ramchand.,"25.4422276","68.4075767","Schools, Mosque",HANDS,,,,,648-694-695,tertiary,"73552903",,tertiary,37.759836635968959
"649",Hyderabad,Hyderabad.,"3",Behram.,Hot MirJat.,"25.4214146","68.4314456",School,HANDS,,,,11507-11508-11516-11540-12487-14731,649-688-689-694-696-697-721-722,road,"578535749",,road,11.687103626074107
"650",Hyderabad,Hyderabad,"87",Chacha Detha,Tando Hyder,"25.3871329","68.4287452",,HANDS,,,,"14097",650-664,secondary,"75499510",,secondary,5.079053479953398
"651",Hyderabad,Hyderabad,"74",Bakhshoo laghari,village Baksho laghari,"25.3157094","68.5579376",NA,HANDS,,,,"14414",651-653-671-680,secondary,"75500090",,secondary,272.248987883131633
"652",Hyderabad,Hyderabad,"74",Bakhshoo laghari,Bakhshoo laghari,"25.2948726","68.5552572",,HANDS,,,,,647-652,unclassified,"578432013",,unclassified,109.656622321850705
"653",Hyderabad,Hyderabad.,"74",Buxo Laghari,Baksho Laghari,"25.3148989","68.550654",Mosque,HANDS,,,,"14414",651-653,road,"578789474",,road,53.014042974428897
"654",Hyderabad,Hyderabad Rural,Tando Alam Mari 74,Bilori,Tando Alam Mari,"25.3000562","68.5007917",Mosque,HANDS,,,,"11535",654-719-726-727,tertiary,"74031633",,tertiary,195.026076859659071
"655",Hyderabad,Hyderabad,"63",Pasaiki,Mir Raja Talpur,"25.4110053","68.5637792",Mosque,HANDS,,,,,"655",tertiary,"572830978",,tertiary,55.931517950357843
"656",Hyderabad,Hyderabad,"62",PASAIKI,Sultan magsi,"25.4353784","68.5459954","Schools, Mosque,",HANDS,,,,9391-11273,656-660,residential,"241020009",,residential,10.616987572263461
"657",Hyderabad,Latif Abad,"88",Nareja,Haji Jafar Khuman,"25.3411908","68.3946195",Mosque,HANDS,,,,"11551",657-658,service,"717283497",,service,252.917113011142590
"658",Hyderabad,Latif Abad,"99",Met Khan,Zeel Pak colony,"25.3524171","68.3946003","School, Mosque",HANDS,,,,"9887",657-658,residential,"533108348",,residential,0.359724401563386
"659",Hyderabad,Latif Abad,"97",Ganjo Takar,Vickyo Mallah.,"25.2004174","68.4481697",,HANDS,,,,,"659",unclassified,"572033936",,unclassified,395.977399607632265
"660",Hyderabad,Hyderabad Rural,Sawan Khan Gopang,Abri,Muhammad Siddique Brohi,"25.4411343","68.5528483",Mosque,HANDS,,,,11273-14408,656-660-683-2978-2979,unclassified,"574483486",,unclassified,148.840543852091173
"661",Hyderabad,Hyderabad,"6",Ganghra,Jaro Shaikh,"25.3948465","68.4038021",mosque,HANDS,,,,"14413","661",trunk_link,"664237644",,trunk_link,38.846518122337230
"662",Hyderabad,Hyderabad,"5",Gujo,Umed Ali Soomro,"25.4167033","68.3993714",Mosque,HANDS,,,,,662-663,road,"578535744",,road,239.722215204779530
"663",Hyderabad,Hyderabad,"5",Hyderabad Municipal Cooperation,Sher Muhammad Gopang,"25.4193553","68.3994435",Mosque,HANDS,,,,11505-13573,662-663,road,"578535744",,road,272.036452730991925
"664",Hyderabad,Hyderabad,"6",HYDERABAD MUNICIPAL CORPORATION,Mola Dad Khaskheli,"25.3783123","68.4153821",Mosque,HANDS,,,,"14115",650-664,tertiary,"680215884",,tertiary,145.923803321432928
"665",Hyderabad,Hyderabad,Sanwan Khan Gopang,Kunar,Sanwan Khan Gopang,"25.4282106","68.587837","School, Mosque",HANDS,,,,"11271",665-725-2980,road,"578399114",,road,193.378016481797459
"666",Hyderabad,Hyderabad,"59",Kunar,Saeed Khan Lashari,"25.3901538","68.5770729",Mosque,HANDS,,,,,666-669,unclassified,"572840126",,unclassified,60.084436553328231
"667",Hyderabad,Hyderabad,"59",Kunar,Rafique Shah,"25.3548719","68.6111708",Mosque,HANDS,,,,,667-668-676,road,"578420777",,road,1453.233027911342560
"668",Hyderabad,Hyderabad,"59",Kunar,Munir shah,"25.3597831","68.6070627",Mosque,HANDS,,,,,667-668-676,road,"578420777",,road,771.393819156221184
"669",Hyderabad,Hyderabad,"59",Kunar,Gul Din Mari,"25.3941199","68.5729809","Schools, Mosque",HANDS,,,,,666-669,unclassified,"572841998",,unclassified,90.269450392018854
"670",Hyderabad,Hyderabad,"77",Theba,Mir Javed Talpur,"25.2677048","68.6377408",Mosque,HANDS,,,,"14451",670-672-673,secondary,"75500089",,secondary,121.992057255571694
"671",Hyderabad,Hyderabad,"75",Chukhi,Jhan Mori,"25.3087437","68.5751575",Residential Communities,HANDS,,,,"11517",647-651-671-680,tertiary,"578424321",,tertiary,6.581634036582440
"672",Hyderabad,Hyderabad,"77",Theba,Mir Ghulam Hussain Talpur,"25.2594552","68.6436182",Mosque,HANDS,,,,,670-672-6344,unclassified,"578789451",,unclassified,452.186636707069852
"673",Hyderabad,Hyderabad,"73",Theba,Bacho Lashari,"25.281027","68.6247767",Mosque,HANDS,,,,"14118",670-673-679,unclassified,"578789462",,unclassified,1.517410036691133
"674",Hyderabad,Hyderabad,Sawan Khan Gopang,Abri,Haji Hasham thaheem,"25.4161931","68.609399",Mosque,HANDS,,,,,"674",road,"578409411",,road,1781.171106754324683
"675",Hyderabad,Hyderabad,"68",Bhindo,Ali Murad Khaskheli,"25.3998776","68.4501571",Mosque,HANDS,,,"48",,675-693-702,residential,"75499515",,residential,131.517529227082491
"676",Hyderabad,Hyderabad,"59",Kunar,Gul Din Mari,"25.3681362","68.608978",,HANDS,,,,,667-668-676,road,"578420777",,road,496.658028337713233
"677",Hyderabad,Hyderabad,UC No:83,Aghemani,Village Khan Shedi,"25.2447266","68.5074377",Mosque,HANDS,,,,"10710","677",unclassified,"74031703",,unclassified,21.072792672059570
"678",Hyderabad,Hyderabad,UC No:81,Halepota,Goth Dad Machi Hallepoto,"25.1698929","68.5196426",Mosque,HANDS,,,,,678-6206-6379-6380,unclassified,"578390134",,unclassified,250.214062882032948
"679",Hyderabad,Hyderabad,"77",Theba,Bhoro Thakur,"25.2742336","68.6169015",NA,HANDS,,,,,673-679,secondary,"75500089",,secondary,323.199306315855949
"680",Hyderabad,Hyderabad,"75",Chukhi,Daim Zounr Chukhi,"25.3081102","68.5743796",Mosque,HANDS,,,,"11517",647-651-671-680,secondary,"75500089",,secondary,92.084300746851071
"681",Hyderabad,Hyderabad Rural,Chukki,Takio Jiwan shah,village Takyo Jiwan Shah,"25.3437187","68.5841595",Mosque,HANDS,,,,,681-682,road,"578424320",,road,5.839085253682250
"682",Hyderabad,Hyderabad Rural,Chuki,Takio Jiwan Shah,Takyo Jiwan Shah,"25.337822","68.586042",Mosque,HANDS,,,,"14420",681-682,road,"578424320",,road,122.037465785894781
"683",Hyderabad,Hyderabad,"56",Bhimpur,Goth Hamza Zardari,"25.456975","68.5520667",Mosque,HANDS,,,,,660-683-710-2988,unclassified,"572827459",,unclassified,464.854371418244455
"684",Hyderabad,Hyderabad,Damachani,Bheendo Sharif,Bheendo Sharif,"25.3529495","68.4939729","Schools, Mosque",HANDS,,,,"9853","684",tertiary,"75499520",,tertiary,247.451775932049202
"685",Hyderabad,Latifabad,UC 119 Latifabad,Kathri,Baloch Khan Leghari,"25.3623277","68.3620612",Mosque,HANDS,,,,9683-9868-9871-9875-9885-11558-13325-13327-13331,685-686,secondary,"154661178","AIRPORT ROAD;AIRPORT ROAD; LATIFABAD 11 road; LATIFABAD",secondary,0.611098848053683
"686",Hyderabad,Hyderabad,UC 114,Maino,Abdullah Mallah,"25.3623277","68.3620612",Mosque,HANDS,,,,9683-9868-9871-9875-9885-11558-13325-13327-13331,685-686,secondary,"154661178","AIRPORT ROAD;AIRPORT ROAD; LATIFABAD 11 road; LATIFABAD",secondary,0.611098848053683
"687",Hyderabad,Qasimabad,TMC 159,Shah Bukhari,Muhammad Khan Bagherani,"25.4523265","68.3464912",Mosque,HANDS,,,,"9394",687-714,residential,"672955271",,residential,0.738698937569440
"688",Hyderabad,Hyderabad rural,No. 69,Narajani,Budho Khan Siyal,"25.4195514","68.4319375","School, Mosque",HANDS,,,,11507-11508-11516-11540-12487-14731,649-688-689-696-721-722,unclassified,"578535745",,unclassified,8.992204333749301
"689",Hyderabad,Hyderabad rural,No.69,Narajani,Gul Muhammad Magsi,"25.4182444","68.4221719",NA,HANDS,,,,11508-11512-11516-11540-12487,649-688-689-694-696-721-722,unclassified,"578535745",,unclassified,205.743871388155213
"690",Hyderabad,Latifabad,Latifabad 119,Malh,Haji Khan Leghari,"25.347682","68.3481895","Mosque, School",HANDS,,,,9873-11557,"690",unclassified,"544322601",,unclassified,369.306210214191140
"691",Hyderabad,Hyderabad Rural,Masu Bhurgri,Barechani,Tando Saeed Khan,"25.4885939","68.4242783","School, Mosque",HANDS,,,,10711-12492,691-692-711,residential,"551595341",,residential,17.162717780466476
"692",Hyderabad,Hyderabad Rural,Union Committee No. 144,Barechani,village got wali muhammad,"25.4840657","68.4200225","Schools, Mosque",HANDS,,,,"10711",691-692-711,service,"551612130",,service,10.631748288708321
"693",Hyderabad,Hyderabad rural,No. 69,Narajani,Raheemabad,"25.4029364","68.4393171",Mosque,HANDS,,,,9858-13572,675-693-696-702-721-722,unclassified,"75499508",,unclassified,17.453370562817543
"694",Hyderabad,Hyderabad Rural,Berham,Behram,Muhammad Bux Behram,"25.4312609","68.4165258","Mosque, School",HANDS,,,,"11531",648-649-689-694-695,unclassified,"152956694",,unclassified,238.917003108447744
"695",Hyderabad,Hyderabad Rural,Behram,Hatri,Aalam Palari,"25.4399796","68.4058168",Mosque,HANDS,,,,,648-694-695,tertiary,"73552903",,tertiary,12.101261618061580
"696",Hyderabad,Hyderabad rural,"69",Narajani,Jhando narejo,"25.4198952","68.4332745",Mosque,HANDS,,,,11507-11516-11540-12487-14731,649-688-689-693-696-697-721-722,unclassified,"578535745",,unclassified,74.081056785343733
"697",Hyderabad,Hyderabad rural,"70",Daliwadi,jam khan laghari,"25.4321801","68.4469714","Schools, Mosque",HANDS,,,,11530-12493-14440,649-696-697,unclassified,"578535745",,unclassified,322.132339123389272
"698",Hyderabad,Hyderabad Rural,"87",Chacha Detha,Tando Bahawal,"25.3634515","68.4459309",,HANDS,,,,13741-14116-14724,698-699-700-703,road,"75499850",,road,72.875651293938233
"699",Hyderabad,Hyderabad Rural,"87",Chacha Detha,Jarro Babar,"25.366819","68.4521961",,HANDS,,,,14116-14724,698-699-700-703-709,road,"75499850",,road,36.196153241070114
"700",Hyderabad,Hyderabad Rural,"87",BOCHKI,Tando Ghulam Muhammad,"25.3710602","68.4413551",,HANDS,,,,"13741",698-699-700-709,road,"75499849",minor road,road,46.371476327342840
"701",Hyderabad,Hyderabad Rural,Husri,Alrni,Loung Solangi,"25.2937183","68.4585817",Mosque,HANDS,,,,"12730","701",residential,"672397078",,residential,0.444301220590614
"702",Hyderabad,Hyderabad,"68",Bhendo,Jhando khoso,"25.3910938","68.4525099",Mosque,HANDS,,,,"14723",675-693-702-709,residential,"75499515",,residential,4.028251304165938
